md  f_lw    f_lw_err
1	1.0097	0.0006
2	1.0072	0.0007
3	1.0089	0.0010
4	1.0125	0.0013
5	1.0087	0.0014
6	1.0093	0.0012
7	1.0093	0.0011
8	1.0077	0.0013
