avg,avg_err,chi2,dof,rchi2
rates,0.000909,2.3549e-06,16.393,7,2.3418
yields,0.11924,0.00033873,19.109,7,2.7298
theta,8.702,0.0034928,6.133,7,0.87614
q2,0.031392,2.5251e-05,53.736,7,7.6766
asym,2.8005,0.0022413,53.603,7,7.6576
