avg,avg_err,chi2,dof,rchi2
rates,0.0059653,3.9855e-05,197.55,7,28.222
yields,0.6172,0.0046537,187.01,7,26.715
theta,7.5261,0.0053733,15.322,7,2.1889
q2,0.023176,3.6352e-05,35.826,7,5.118
asym,1.9365,0.0016433,58.776,7,8.3966
