avg,avg_err,chi2,dof,rchi2
rates,0.021312,6.2338e-05,16.955,7,2.4221
yields,2.8559,0.009079,18.649,7,2.6642
theta,8.3314,0.0035322,6.1724,7,0.88178
q2,0.028786,2.4922e-05,27.506,7,3.9294
asym,2.5672,0.0022118,29.34,7,4.1915
