md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.00021754,3.1328e-06,0.027597,0.00041536,7.343,0.0093067,0.022076,5.8469e-05,2.1741,0.0056587
2,0.00021655,3.8976e-06,0.027079,0.00041041,7.3122,0.013413,0.021919,7.8792e-05,2.1825,0.0055325
3,0.00022189,3.2108e-06,0.027953,0.00042556,7.3437,0.009701,0.022093,5.9501e-05,2.1841,0.0054518
4,0.00022112,3.4057e-06,0.027529,0.00041598,7.3328,0.0098005,0.021904,6.4616e-05,2.1704,0.0055627
5,0.00023277,3.3023e-06,0.02923,0.00043737,7.3354,0.0091685,0.0219,5.6711e-05,2.1597,0.0054888
6,0.00023013,3.281e-06,0.029317,0.00044179,7.3345,0.0091312,0.021862,5.6652e-05,2.153,0.0055613
7,0.00023067,3.389e-06,0.029316,0.00045281,7.3201,0.0095018,0.021725,6.0079e-05,2.1388,0.005879
8,0.00022792,3.2519e-06,0.02893,0.00043111,7.3415,0.0093871,0.021922,5.7828e-05,2.156,0.0057592
