avg,avg_err,chi2,dof,rchi2
rates,0.20938,0.002476,4.7898,7,0.68426
yields,26.831,0.3436,2.8418,7,0.40597
theta,8.5298,0.015666,6.8246,7,0.97495
q2,0.029244,0.0001073,11.464,7,1.6377
asym,0.0079078,0.0011017,7.3999,7,1.0571
