avg,avg_err,chi2,dof,rchi2
rates,0.0042445,1.1932e-05,28.481,7,4.0688
yields,0.53512,0.0016476,48.902,7,6.986
theta,8.4619,0.0034827,3.4945,7,0.49921
q2,0.029678,2.4897e-05,38.04,7,5.4343
asym,2.6464,0.0022095,42.216,7,6.0309
