avg,avg_err,chi2,dof,rchi2
rates,0.011571,3.5425e-05,188.61,7,26.944
yields,1.2799,0.0043767,254.61,7,36.373
theta,8.6461,0.0036805,42.901,7,6.1287
q2,0.03078,2.6712e-05,86.651,7,12.379
asym,2.7393,0.0023563,84.558,7,12.08
