avg,avg_err,chi2,dof,rchi2
rates,0.0026568,8.0292e-06,31.803,7,4.5433
yields,0.3529,0.0011528,27.839,7,3.977
theta,8.2494,0.0037191,5.5222,7,0.78888
q2,0.028152,2.6136e-05,46.52,7,6.6457
asym,2.5113,0.0023188,43.353,7,6.1933
