avg,avg_err,chi2,dof,rchi2
rates,0.0014368,4.7305e-06,40.609,7,5.8013
yields,0.189,0.00066604,38.151,7,5.4501
theta,8.0669,0.0038537,8.1149,7,1.1593
q2,0.0269,2.6771e-05,44.87,7,6.4101
asym,2.3995,0.0023718,39.811,7,5.6874
