avg,avg_err,chi2,dof,rchi2
rates,0.00017626,9.633e-07,130.85,7,18.693
yields,0.019589,0.00011409,125.8,7,17.971
theta,7.4586,0.0035494,19.958,7,2.8511
q2,0.022592,2.2707e-05,99.794,7,14.256
asym,2.2238,0.0021438,69.343,7,9.9061
