avg,avg_err,chi2,dof,rchi2
rates,0.0042645,1.1996e-05,12.008,7,1.7155
yields,0.57631,0.0017659,9.8061,7,1.4009
theta,8.4494,0.003549,6.6646,7,0.95209
q2,0.029678,2.5323e-05,49.864,7,7.1235
asym,2.6468,0.0022468,50.339,7,7.1913
