avg,avg_err,chi2,dof,rchi2
rates,0.00022561,1.1663e-06,38.798,7,5.5426
yields,0.02742,0.00014632,41.08,7,5.8686
theta,7.3278,0.0033299,9.5019,7,1.3574
q2,0.021945,2.0818e-05,47.068,7,6.7239
asym,2.1623,0.0019833,38.781,7,5.5402
