avg,avg_err,chi2,dof,rchi2
rates,0.0023387,7.2819e-06,70.117,7,10.017
yields,0.27308,0.00093302,106.12,7,15.16
theta,8.3609,0.0036881,30.113,7,4.3019
q2,0.028774,2.6219e-05,77.193,7,11.028
asym,2.5627,0.0023231,77.174,7,11.025
