avg,avg_err,chi2,dof,rchi2
rates,0.0013495,5.8435e-06,35.431,7,5.0616
yields,0.17135,0.00078129,31.407,7,4.4866
theta,7.5477,0.0036342,4.3491,7,0.62131
q2,0.023486,2.3924e-05,36.444,7,5.2064
asym,1.9863,0.0019963,35.429,7,5.0612
