avg,avg_err,chi2,dof,rchi2
rates,0.030521,0.00017535,115.51,7,16.501
yields,3.3736,0.020528,130.54,7,18.648
theta,7.4366,0.0042752,19.424,7,2.7749
q2,0.022675,2.8428e-05,40.593,7,5.799
asym,1.8644,0.0013065,77.388,7,11.055
