avg,avg_err,chi2,dof,rchi2
rates,0.20668,0.002436,6.9804,7,0.9972
yields,26.472,0.34059,9.7926,7,1.3989
theta,8.5441,0.015718,3.4041,7,0.4863
q2,0.029394,0.00010761,5.4166,7,0.77381
asym,0.0095168,0.0011713,5.2134,7,0.74477
