avg,avg_err,chi2,dof,rchi2
rates,0.00090658,2.3501e-06,19.516,7,2.788
yields,0.12051,0.00034269,17.221,7,2.4601
theta,8.7096,0.0035094,4.7847,7,0.68353
q2,0.031458,2.5388e-05,56.208,7,8.0296
asym,2.8059,0.0022532,58.301,7,8.3288
