avg,avg_err,chi2,dof,rchi2
rates,0.14357,0.0012337,6.8352,7,0.97645
yields,16.901,0.16426,8.8618,7,1.266
theta,8.4552,0.011464,9.1865,7,1.3124
q2,0.028027,7.5501e-05,8.8248,7,1.2607
asym,0.010642,0.00080432,11.778,7,1.6826
