avg,avg_err,chi2,dof,rchi2
rates,0.00089748,2.3355e-06,16.208,7,2.3154
yields,0.12078,0.00034458,13.057,7,1.8653
theta,8.7187,0.0035222,24.226,7,3.4609
q2,0.031532,2.5491e-05,71.22,7,10.174
asym,2.8123,0.0022625,71.959,7,10.28
