avg,avg_err,chi2,dof,rchi2
rates,0.0014098,4.6813e-06,35.871,7,5.1244
yields,0.18617,0.0006612,34.123,7,4.8747
theta,8.0684,0.0038923,6.0089,7,0.85841
q2,0.026942,2.7054e-05,37.842,7,5.406
asym,2.403,0.0023968,39.83,7,5.69
