avg,avg_err,chi2,dof,rchi2
rates,0.0058315,4.3998e-05,5.6156,7,0.80223
yields,0.15347,0.001546,10.637,7,1.5196
theta,9.3628,0.011444,10.137,7,1.4481
q2,0.028287,6.9496e-05,15.834,7,2.2621
asym,-0.36006,0.0010641,8.1789,7,1.1684
