avg,avg_err,chi2,dof,rchi2
rates,0.00029707,1.2981e-06,35.551,7,5.0787
yields,0.037219,0.00016965,35.95,7,5.1357
theta,7.5682,0.0038507,4.3113,7,0.6159
q2,0.023558,2.5628e-05,35.041,7,5.0059
asym,2.3592,0.0025235,27.29,7,3.8986
