avg,avg_err,chi2,dof,rchi2
rates,0.034893,0.00014675,35.435,7,5.0622
yields,4.3738,0.019454,47.7,7,6.8143
theta,7.5962,0.003672,4.5291,7,0.64701
q2,0.023801,2.438e-05,35.395,7,5.0564
asym,2.0168,0.0020643,37.096,7,5.2995
