avg,avg_err,chi2,dof,rchi2
rates,0.0012539,3.7099e-06,52.675,7,7.5249
yields,0.15143,0.00049043,85.895,7,12.271
theta,8.3908,0.0035837,20.126,7,2.8751
q2,0.029022,2.5455e-05,64.104,7,9.1577
asym,2.5865,0.0022577,61.092,7,8.7274
