avg,avg_err,chi2,dof,rchi2
rates,0.0013401,3.8981e-06,17.734,7,2.5334
yields,0.17685,0.00055784,15.861,7,2.2659
theta,8.3292,0.003616,11.471,7,1.6388
q2,0.028683,2.5505e-05,56.917,7,8.131
asym,2.5585,0.0022641,57.28,7,8.1829
