avg,avg_err,chi2,dof,rchi2
rates,0.0067021,1.9243e-05,7.8766,7,1.1252
yields,0.88114,0.0027555,9.3353,7,1.3336
theta,8.3507,0.003499,8.4376,7,1.2054
q2,0.028911,2.476e-05,31.612,7,4.516
asym,2.5792,0.0021979,32.192,7,4.5988
