avg,avg_err,chi2,dof,rchi2
rates,0.0066894,1.9216e-05,14.727,7,2.1038
yields,0.8757,0.0027394,19.759,7,2.8227
theta,8.3541,0.0035079,1.9717,7,0.28167
q2,0.028931,2.4822e-05,31.493,7,4.499
asym,2.5808,0.0022038,31,7,4.4286
