avg,avg_err,chi2,dof,rchi2
rates,0.0042603,3.5686e-05,7.4625,7,1.0661
yields,0.11465,0.0012928,9.0236,7,1.2891
theta,9.4062,0.012774,2.9143,7,0.41633
q2,0.029231,7.9396e-05,5.2811,7,0.75444
asym,-0.36254,0.0012003,5.1575,7,0.73678
