avg,avg_err,chi2,dof,rchi2
rates,0.0046349,3.7768e-05,20.214,7,2.8877
yields,0.12232,0.0013504,18.908,7,2.7012
theta,9.4014,0.01232,6.095,7,0.87071
q2,0.029045,7.664e-05,25.656,7,3.6652
asym,-0.36284,0.001145,8.1285,7,1.1612
