avg,avg_err,chi2,dof,rchi2
rates,0.011575,6.1699e-05,38.884,7,5.5548
yields,1.4624,0.0082315,32.666,7,4.6666
theta,7.3004,0.003813,9.3187,7,1.3312
q2,0.021919,2.4987e-05,32.922,7,4.7032
asym,1.8599,0.0012386,48.645,7,6.9492
