avg,avg_err,chi2,dof,rchi2
rates,0.0015678,4.094e-06,7.159,7,1.0227
yields,0.20931,0.00060099,5.9991,7,0.85702
theta,8.6791,0.0034118,3.7945,7,0.54207
q2,0.031116,2.4519e-05,56.084,7,8.0121
asym,2.7754,0.0021772,55.468,7,7.9239
