avg,avg_err,chi2,dof,rchi2
rates,0.0016426,8.7258e-06,63.145,7,9.0207
yields,0.21005,0.0012197,48.64,7,6.9485
theta,7.3224,0.003671,19.717,7,2.8167
q2,0.022064,2.3407e-05,66.385,7,9.4836
asym,1.9229,0.0012917,75.49,7,10.784
