md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.00016386,2.4202e-06,0.01698,0.00028304,7.8325,0.013674,0.025128,9.3619e-05,2.508,0.0092264
2,0.00018769,2.6086e-06,0.019836,0.00030074,7.8136,0.012721,0.025099,8.787e-05,2.5077,0.0086658
3,0.00017286,2.5521e-06,0.017843,0.00028011,7.8529,0.013696,0.025203,9.5599e-05,2.5141,0.009426
4,0.00015306,2.3614e-06,0.015621,0.00027387,7.8685,0.01481,0.025238,0.00010112,2.5192,0.0098631
5,0.00017534,3.0062e-06,0.017917,0.00032634,7.8104,0.01653,0.024655,0.00011351,2.4838,0.0092502
6,0.00019623,2.7433e-06,0.020585,0.00031918,7.8114,0.012718,0.024725,8.6773e-05,2.4711,0.0084925
7,0.00018154,2.661e-06,0.01899,0.00030931,7.814,0.013442,0.02473,9.2535e-05,2.4671,0.0090969
8,0.00018318,2.9676e-06,0.019255,0.00031045,7.8056,0.014852,0.024715,0.00010469,2.4804,0.0088434
