avg,avg_err,chi2,dof,rchi2
rates,0.016268,5.217e-05,250.77,7,35.825
yields,1.7909,0.0064258,294.78,7,42.111
theta,8.5353,0.003698,41.215,7,5.8879
q2,0.029968,2.6599e-05,89.019,7,12.717
asym,2.6669,0.002346,84.987,7,12.141
