avg,avg_err,chi2,dof,rchi2
rates,0.021679,6.2972e-05,21.562,7,3.0803
yields,2.8798,0.0091068,22.539,7,3.2199
theta,8.3245,0.003502,9.6205,7,1.3744
q2,0.028705,2.4693e-05,26.991,7,3.8559
asym,2.5602,0.002192,25.814,7,3.6878
