avg,avg_err,chi2,dof,rchi2
rates,0.0013288,3.8753e-06,22.738,7,3.2482
yields,0.17754,0.00056093,25.863,7,3.6947
theta,8.338,0.0036386,9.929,7,1.4184
q2,0.028761,2.5688e-05,55.86,7,7.9801
asym,2.5655,0.002279,55.375,7,7.9107
