avg,avg_err,chi2,dof,rchi2
rates,0.0043326,1.2101e-05,17.335,7,2.4764
yields,0.5784,0.001762,20.534,7,2.9335
theta,8.4459,0.0035194,12.242,7,1.7489
q2,0.029623,2.5099e-05,50.285,7,7.1835
asym,2.642,0.0022281,48.844,7,6.9776
