avg,avg_err,chi2,dof,rchi2
rates,0.0013028,3.8343e-06,18.287,7,2.6124
yields,0.1734,0.00055358,13.846,7,1.9781
theta,8.3395,0.0036702,8.5646,7,1.2235
q2,0.028796,2.5917e-05,44.928,7,6.4182
asym,2.568,0.002299,44.572,7,6.3674
