avg,avg_err,chi2,dof,rchi2
rates,0.03439,0.00014466,57.86,7,8.2657
yields,4.4842,0.020107,49.926,7,7.1323
theta,7.5946,0.0036621,6.1928,7,0.88469
q2,0.023822,2.4374e-05,39.616,7,5.6595
asym,2.0146,0.0020847,37.844,7,5.4062
