avg,avg_err,chi2,dof,rchi2
rates,0.0054446,4.2395e-05,9.5908,7,1.3701
yields,0.14418,0.0015303,5.9877,7,0.85539
theta,9.414,0.011843,3.6916,7,0.52737
q2,0.028639,7.2042e-05,19.548,7,2.7925
asym,-0.36339,0.0011006,11.589,7,1.6556
