avg,avg_err,chi2,dof,rchi2
rates,0.040463,0.00021546,26.196,7,3.7422
yields,5.1622,0.029212,26.202,7,3.7431
theta,7.2984,0.0038111,6.0774,7,0.8682
q2,0.021913,2.4955e-05,28.814,7,4.1162
asym,1.8168,0.0012253,35.342,7,5.0488
