avg,avg_err,chi2,dof,rchi2
rates,0.014751,4.1462e-05,7.3362,7,1.048
yields,1.9816,0.0060786,7.5222,7,1.0746
theta,8.4566,0.0035416,6.0322,7,0.86174
q2,0.029671,2.521e-05,30.731,7,4.3902
asym,2.6461,0.0022361,30.165,7,4.3093
