avg,avg_err,chi2,dof,rchi2
rates,0.0028814,7.6602e-06,24.649,7,3.5212
yields,0.37971,0.0011082,23.201,7,3.3145
theta,8.5958,0.0034485,14.546,7,2.0781
q2,0.030523,2.4696e-05,54.35,7,7.7643
asym,2.7225,0.0021918,53.134,7,7.5906
