avg,avg_err,chi2,dof,rchi2
rates,0.0013403,3.8916e-06,15.813,7,2.2589
yields,0.17579,0.00055311,13.063,7,1.8661
theta,8.3375,0.0036087,7.6021,7,1.086
q2,0.028735,2.547e-05,48.681,7,6.9544
asym,2.563,0.0022613,48.227,7,6.8895
