avg,avg_err,chi2,dof,rchi2
rates,0.002875,7.6549e-06,14.615,7,2.0879
yields,0.38355,0.0011196,12.963,7,1.8518
theta,8.5939,0.0034681,9.6705,7,1.3815
q2,0.030525,2.4823e-05,58.652,7,8.3788
asym,2.7228,0.0022034,60.742,7,8.6775
