avg,avg_err,chi2,dof,rchi2
rates,0.015052,4.1945e-05,9.9278,7,1.4183
yields,2.016,0.0061245,6.422,7,0.91743
theta,8.4492,0.0035086,3.7902,7,0.54146
q2,0.029587,2.4962e-05,24.287,7,3.4695
asym,2.639,0.0022157,24.812,7,3.5445
