avg,avg_err,chi2,dof,rchi2
rates,0.034947,0.00014648,63.713,7,9.1018
yields,4.5399,0.020152,61.268,7,8.7525
theta,7.5967,0.0036623,5.3908,7,0.77012
q2,0.023817,2.4347e-05,38.629,7,5.5184
asym,2.016,0.0020707,35.252,7,5.036
