avg,avg_err,chi2,dof,rchi2
rates,0.040656,0.00021701,56.431,7,8.0616
yields,5.1463,0.028709,69.389,7,9.9127
theta,7.2967,0.0038314,3.3344,7,0.47635
q2,0.021903,2.5067e-05,32.581,7,4.6544
asym,1.8178,0.0012146,47.709,7,6.8156
