avg,avg_err,chi2,dof,rchi2
rates,0.00017536,9.3297e-07,205.26,7,29.323
yields,0.018243,0.00010561,212.96,7,30.423
theta,7.8257,0.004919,18.123,7,2.5889
q2,0.024945,3.3917e-05,45.821,7,6.5458
asym,2.4929,0.0032105,35.4,7,5.0571
