avg,avg_err,chi2,dof,rchi2
rates,0.0013338,3.8824e-06,15.37,7,2.1957
yields,0.17693,0.00055805,11.439,7,1.6342
theta,8.3382,0.0036281,7.4215,7,1.0602
q2,0.028754,2.5613e-05,56.624,7,8.0892
asym,2.5646,0.0022737,56.018,7,8.0026
