avg,avg_err,chi2,dof,rchi2
rates,0.0014337,4.7161e-06,36.843,7,5.2633
yields,0.18952,0.0006681,27.571,7,3.9388
theta,8.0691,0.0038478,9.6323,7,1.376
q2,0.026918,2.6759e-05,46.329,7,6.6184
asym,2.4011,0.0023741,45.249,7,6.4641
