avg,avg_err,chi2,dof,rchi2
rates,1.1669,0.0050355,42.852,7,6.1217
yields,152.07,0.69391,36.971,7,5.2815
theta,7.5739,0.0037416,7.4086,7,1.0584
q2,0.023679,2.4728e-05,43.602,7,6.2289
asym,2.0849,0.0019589,31.863,7,4.5518
