avg,avg_err,chi2,dof,rchi2
rates,0.0043867,3.6426e-05,8.9772,7,1.2825
yields,0.1167,0.0012811,19.625,7,2.8036
theta,9.417,0.012605,9.4021,7,1.3432
q2,0.02924,7.9008e-05,14.788,7,2.1126
asym,-0.36589,0.0011906,18.136,7,2.5908
