avg,avg_err,chi2,dof,rchi2
rates,0.0036278,1.0777e-05,154.47,7,22.068
yields,0.41594,0.0013736,234.46,7,33.495
theta,8.5819,0.0035746,40.185,7,5.7408
q2,0.030419,2.5849e-05,97.719,7,13.96
asym,2.7082,0.0022859,95.434,7,13.633
