avg,avg_err,chi2,dof,rchi2
rates,0.00028412,1.2726e-06,81.465,7,11.638
yields,0.033852,0.0001591,110.42,7,15.775
theta,7.6013,0.0039542,25.658,7,3.6654
q2,0.02372,2.63e-05,61.171,7,8.7388
asym,2.3767,0.0025363,72.369,7,10.338
