avg,avg_err,chi2,dof,rchi2
rates,0.002871,7.6439e-06,23.505,7,3.3579
yields,0.38516,0.0011242,18.948,7,2.7069
theta,8.599,0.0034675,5.0681,7,0.72402
q2,0.030564,2.4828e-05,48.202,7,6.886
asym,2.7258,0.0022041,48.952,7,6.9932
