avg,avg_err,chi2,dof,rchi2
rates,0.0030782,8.7416e-06,15.674,7,2.2392
yields,0.40497,0.0012501,17.205,7,2.4578
theta,8.3987,0.0036135,5.8603,7,0.83718
q2,0.02925,2.5685e-05,31.712,7,4.5302
asym,2.6095,0.0022791,35.055,7,5.0078
