avg,avg_err,chi2,dof,rchi2
rates,0.001327,3.8702e-06,21.342,7,3.0489
yields,0.17722,0.00055998,20.4,7,2.9143
theta,8.3406,0.0036397,5.3648,7,0.7664
q2,0.028785,2.5705e-05,43.905,7,6.2721
asym,2.5672,0.0022811,44.004,7,6.2863
