avg,avg_err,chi2,dof,rchi2
rates,0.0015331,4.0463e-06,10.482,7,1.4974
yields,0.20652,0.00059936,9.7887,7,1.3984
theta,8.6838,0.0034517,5.6293,7,0.80419
q2,0.031184,2.4821e-05,26.749,7,3.8213
asym,2.781,0.0022013,27.706,7,3.9579
