avg,avg_err,chi2,dof,rchi2
rates,0.00090993,4.7142e-06,71.504,7,10.215
yields,0.11475,0.00063084,75.953,7,10.85
theta,7.3109,0.0035505,7.4828,7,1.069
q2,0.021964,2.2946e-05,57.126,7,8.1609
asym,1.8847,0.001273,99.658,7,14.237
