avg,avg_err,chi2,dof,rchi2
rates,0.0014414,4.7416e-06,22.152,7,3.1646
yields,0.18957,0.00066813,25.425,7,3.6322
theta,8.0659,0.0038493,5.8004,7,0.82863
q2,0.026884,2.6745e-05,29.819,7,4.2599
asym,2.3986,0.0023685,30.108,7,4.3012
