avg,avg_err,chi2,dof,rchi2
rates,0.019761,5.9074e-05,31.649,7,4.5213
yields,2.3563,0.0077657,67.456,7,9.6365
theta,8.4033,0.0034755,12.434,7,1.7762
q2,0.029138,2.4699e-05,62.16,7,8.8801
asym,2.5971,0.0021883,61.31,7,8.7586
