avg,avg_err,chi2,dof,rchi2
rates,0.0013405,3.8979e-06,18.92,7,2.7029
yields,0.17519,0.00055236,15.232,7,2.1759
theta,8.3294,0.0036064,7.6171,7,1.0882
q2,0.028672,2.544e-05,42.027,7,6.0039
asym,2.5574,0.0022578,40.145,7,5.735
